source_id,target_id,relation,prov,namespace_source_id,namespace_target_id,source_to_target
MONDO:0007252,SNOMED:237850008,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007252,MESH:C537288,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007252,ORPHANET:376,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007253,MESH:C566179,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007254,ICD10:C50,equivalent_to,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007254,MESH:D001943,xref,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007254,DOID:1612,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007254,SNOMED:254837009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007254,SNOMED:126926005,xref,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007254,ICD10:C50C50,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007256,ORPHANET:88673,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007256,EFO:0000182,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0007256,ICD10:C22.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007256,ORPHANET:449,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007256,DOID:684,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007256,MEDDRA:10049010,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0007256,DOID:686,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007256,MESH:D006528,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007257,MESH:C567779,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007259,ORPHANET:363705,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007259,MESH:C567298,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007259,ICD10:Q87.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007259,SNOMED:763320005,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007260,MESH:C566176,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007261,MESH:C566175,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007263,EFO:0004269,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0007263,SNOMED:698247007,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007264,SNOMED:95281009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007264,EFO:0004278,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0007264,ORPHANET:871,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007265,DOID:0111460,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007265,ORPHANET:1340,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007266,DOID:0110308,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007266,MESH:C566171,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007267,MESH:C566170,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007267,DOID:0110309,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007268,DOID:0110310,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007268,MESH:C566169,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007269,SNOMED:766883006,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007269,ICD10:I42.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007269,ORPHANET:300751,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007269,DOID:0110425,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007270,DOID:0111425,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007270,MESH:C566168,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007270,ORPHANET:75249,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007271,MESH:C562925,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007271,ORPHANET:53296,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007271,ICD10:L94.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007271,SNOMED:239139000,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007272,ICD10:E50.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007272,SNOMED:726079008,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007272,ORPHANET:199285,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007272,MESH:C567296,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007273,ORPHANET:29072,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007275,DOID:12169,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007275,ICD10:G56.00,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007275,MESH:D002349,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007275,SNOMED:57406009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007275,EFO:0004143,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0007275,ICD10:G56.0,equivalent_to,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007276,ICD10:Q92.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007276,MESH:C535918,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007276,ORPHANET:195,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007276,SNOMED:26445008,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007277,SNOMED:715988005,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007277,MESH:C536691,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007277,ORPHANET:1373,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007277,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007278,ORPHANET:98993,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007278,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007278,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007278,DOID:0110227,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007278,ORPHANET:98988,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007279,DOID:0110260,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007279,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007279,ORPHANET:98989,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007280,ORPHANET:98983,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007280,MESH:C538285,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007280,DOID:0110228,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007280,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007280,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007281,ORPHANET:98995,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007281,ORPHANET:98989,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007281,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007281,DOID:0110234,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007281,ORPHANET:98991,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007281,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007281,ORPHANET:98990,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007282,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007282,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007282,DOID:0110232,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007282,ORPHANET:98990,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007283,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007283,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007283,DOID:0110237,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007284,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007284,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007284,ORPHANET:98994,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007284,DOID:0110240,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007285,ORPHANET:1377,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007285,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007285,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007285,ORPHANET:98984,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007285,MESH:C566158,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007285,DOID:0110231,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007286,DOID:0110248,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007286,ORPHANET:98984,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007286,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007286,MESH:C566157,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007286,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007287,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007287,DOID:0110241,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007287,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007287,ORPHANET:98991,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007288,DOID:0110229,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007288,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007288,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007288,ORPHANET:98994,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007288,ORPHANET:98993,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007289,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007289,DOID:0110242,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007289,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007290,DOID:0110255,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007290,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007290,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007290,MESH:C535342,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007290,ORPHANET:98995,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007293,SNOMED:234582006,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007293,DOID:0110910,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007293,ORPHANET:99842,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007293,ICD10:D84.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007293,MESH:C535887,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007293,ORPHANET:2968,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007294,ORPHANET:178145,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007294,ORPHANET:598,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007294,DOID:3529,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007294,MESH:D020512,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007294,EFO:1000855,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0007294,ORPHANET:597,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007294,ICD10:G71.2,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007294,SNOMED:43152001,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007295,SNOMED:44145005,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007295,ICD10:G40.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007295,DOID:3329,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007295,ORPHANET:1945,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007296,ORPHANET:217012,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007296,DOID:0050980,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007296,MESH:C566146,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007296,SNOMED:715826005,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007296,ICD10:G11.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007297,ICD10:E85.4+,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007297,MESH:C538209,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007297,ICD10:I68.0*,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007297,ORPHANET:97346,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007297,DOID:0070030,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007298,SNOMED:715825009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007298,MESH:C537206,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007298,ICD10:G11.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007298,ORPHANET:208513,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007298,DOID:0050978,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007299,SNOMED:75968004,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007299,ORPHANET:821,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007300,MESH:C537946,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007300,ORPHANET:2030,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007301,DOID:0111248,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007301,SNOMED:51780007,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007301,ORPHANET:1393,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007301,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007301,MESH:C562538,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007302,MESH:C566142,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007303,SNOMED:72535009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007303,EFO:1000861,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0007303,MEDDRA:10008301,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0007303,MESH:D002573,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007305,MESH:C566140,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007306,MESH:C536887,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007306,ORPHANET:2345,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007306,DOID:0080589,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007307,DOID:0110152,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007307,ORPHANET:101082,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007307,ICD10:G60.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007308,SNOMED:717016001,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007308,ORPHANET:99946,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007308,MESH:C566138,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007308,ICD10:G60.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007308,DOID:0110154,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007309,ORPHANET:101081,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007309,ICD10:G60.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007309,DOID:0110148,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007310,MESH:C566137,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007311,MESH:C537986,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007311,ICD10:G60.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007311,ORPHANET:90658,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007311,DOID:0110153,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007312,MESH:C538079,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007313,SNOMED:26374003,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007313,MESH:C535921,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007313,ICD10:K13.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007313,ORPHANET:1221,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007314,MESH:C535552,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007315,MEDDRA:10070535,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0007315,MESH:D002636,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007315,ICD10:K10.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007315,ORPHANET:184,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007315,SNOMED:76098004,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007315,ICD10:M27.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007315,DOID:1856,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007316,ORPHANET:268882,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007316,ICD10:G95.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007316,SNOMED:253185002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007316,MEDDRA:10056944,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0007318,ICD10:Q44.7,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007318,MESH:D016738,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007318,MEDDRA:10053870,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0007318,SNOMED:31742004,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007318,ORPHANET:52,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007318,DOID:9245,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007319,MESH:C563162,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007319,ORPHANET:1416,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007319,ICD10:M11.1,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007320,MESH:C535939,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007321,DOID:0060293,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007321,ICD10:Q77.3,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007321,MESH:C563248,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007321,ORPHANET:79344,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007322,ICD10:Q77.3,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007322,SNOMED:254083002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007322,ORPHANET:79346,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007322,MESH:C562961,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007325,MESH:C566127,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007327,MESH:C566126,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007327,ORPHANET:411,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007327,DOID:0111419,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007328,MESH:C566124,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007329,ORPHANET:209919,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007329,SNOMED:6183001,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007330,SNOMED:70794004,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007330,ORPHANET:66630,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007330,MESH:C562548,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007330,ICD10:Q74.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007332,ORPHANET:3329,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007332,MESH:C536425,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007333,ORPHANET:888,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007334,ORPHANET:1300,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007334,SNOMED:718222000,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007334,ICD10:Q87.2,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007335,ORPHANET:1991,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007335,DOID:0080395,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007335,MESH:C566121,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007336,ICD10:Q35.1,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007336,ICD10:Q35.3,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007336,ICD10:Q35.9,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007336,ORPHANET:2014,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007336,ICD10:Q35.7,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007336,DOID:0110213,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007336,ICD10:Q35.5,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007337,ORPHANET:2016,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007337,DOID:0080313,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007337,MESH:C563047,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007337,SNOMED:403772000,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007337,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007338,ICD10:Q35.3,equivalent_to,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007338,MESH:C562950,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007338,SNOMED:253997002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007338,ORPHANET:99772,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007338,DOID:0110214,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007339,ORPHANET:1997,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007339,DOID:0080344,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007339,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007339,SNOMED:717911008,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007339,MESH:C536188,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007340,ORPHANET:1452,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007340,SNOMED:65976001,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007340,DOID:13994,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007340,ICD10:Q74.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007340,MESH:D002973,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007341,SNOMED:719471002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0007341,ICD10:Q77.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0007341,ORPHANET:1453,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0007341,MESH:C536428,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0007342,DOID:11836,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0007342,ORPHANET:293150,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
